state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
WASHINGTON,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1750848,3036878
WASHINGTON,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1229216,3036878
WASHINGTON,2008,"NADER, RALPH",OTHER,INDEPENDENT,29489,3036878
WASHINGTON,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,12728,3036878
WASHINGTON,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,9432,3036878
WASHINGTON,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,3819,3036878
WASHINGTON,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,705,3036878
WASHINGTON,2008,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,641,3036878
WEST VIRGINIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,397466,713451
WEST VIRGINIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,303857,713451
WEST VIRGINIA,2008,"NADER, RALPH",OTHER,INDEPENDENT,7219,713451
WEST VIRGINIA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,2465,713451
WEST VIRGINIA,2008,"MCKINNEY, CYNTHIA",OTHER,MOUNTAIN PARTY,2355,713451
WISCONSIN,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1677211,2983417
WISCONSIN,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1262393,2983417
WISCONSIN,2008,"NADER, RALPH",OTHER,INDEPENDENT,17605,2983417
WISCONSIN,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,8858,2983417
WISCONSIN,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,5072,2983417
WISCONSIN,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,4216,2983417
WISCONSIN,2008,"WAMBOLDT, JEFFREY",OTHER,WE THE PEOPLE,764,2983417
WISCONSIN,2008,"MOORE, BRIAN",OTHER,SOCIALIST PARTY USA,540,2983417
WISCONSIN,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,237,2983417
WYOMING,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,164958,254904
WYOMING,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,82868,254904
WYOMING,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1594,254904
ALABAMA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1255925,2074338
ALABAMA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,795696,2074338
ALASKA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,164676,300495
ALASKA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,122640,300495
ALASKA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,7392,300495
ALASKA,2012,"STEIN, JILL",OTHER,GREEN,2917,300495
ARIZONA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1233654,2299254
ARIZONA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1025232,2299254
ARIZONA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,32100,2299254
ARIZONA,2012,"STEIN, JILL",OTHER,GREEN,7816,2299254
ARKANSAS,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,647744,1069468
ARKANSAS,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,394409,1069468
ARKANSAS,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,16276,1069468
ARKANSAS,2012,"STEIN, JILL",OTHER,GREEN,9305,1069468
ARKANSAS,2012,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1734,1069468
CALIFORNIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,7854285,13038547
CALIFORNIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,4839958,13038547
CALIFORNIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,143221,13038547
CALIFORNIA,2012,"STEIN, JILL",OTHER,GREEN,85638,13038547
CALIFORNIA,2012,"BARR, ROSEANNE",OTHER,PEACE & FREEDOM,53824,13038547
CALIFORNIA,2012,"HOEFLING, THOMAS CONRAD """"TOM""""",OTHER,AMERICAN INDEPENDENT PARTY,38372,13038547
COLORADO,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1323101,2569516
COLORADO,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1185243,2569516
COLORADO,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,35545,2569516
COLORADO,2012,"STEIN, JILL",OTHER,GREEN,7508,2569516
COLORADO,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,AMERICAN CONSTITUTION PARTY,6234,2569516
COLORADO,2012,"BARR, ROSEANNE",OTHER,PEACE & FREEDOM,5057,2569516
COLORADO,2012,"REED, JILL ANN",OTHER,NO PARTY AFFILIATION,2588,2569516
COLORADO,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1262,2569516
COLORADO,2012,"TITTLE, SHEILA """"SAMM""""",OTHER,WE THE PEOPLE,791,2569516
COLORADO,2012,"HOEFLING, THOMAS CONRAD """"TOM""""",OTHER,AMERICA'S PARTY,679,2569516
COLORADO,2012,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,317,2569516
COLORADO,2012,"ALEXANDER, STEWART",OTHER,SOCIALIST,308,2569516
COLORADO,2012,"MILLER, MERLIN",OTHER,AMERICAN THIRD POSITION,267,2569516
COLORADO,2012,"STEVENS, THOMAS ROBERT """"TOM""""",OTHER,OBJECTIVIST PARTY,235,2569516
COLORADO,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,192,2569516
COLORADO,2012,"WHITE, JERRY",OTHER,SOCIALIST EQUALITY PARTY,189,2569516
CONNECTICUT,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,905083,1558204
CONNECTICUT,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,634892,1558204
CONNECTICUT,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,12340,1558204
DELAWARE,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,242584,413890
DELAWARE,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,165484,413890
DELAWARE,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,3882,413890
DELAWARE,2012,"STEIN, JILL",OTHER,GREEN,1940,413890
DISTRICT OF COLUMBIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,267070,293764
DISTRICT OF COLUMBIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,21381,293764
DISTRICT OF COLUMBIA,2012,"STEIN, JILL",OTHER,D.C. STATEHOOD GREEN,2458,293764
DISTRICT OF COLUMBIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,2083,293764
FLORIDA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,4237756,8474179
FLORIDA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,4163447,8474179
FLORIDA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,44726,8474179
FLORIDA,2012,"STEIN, JILL",OTHER,GREEN,8947,8474179
FLORIDA,2012,"BARR, ROSEANNE",OTHER,PEACE & FREEDOM,8154,8474179
FLORIDA,2012,"STEVENS, THOMAS ROBERT """"TOM""""",OTHER,OBJECTIVIST PARTY,3856,8474179
FLORIDA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2607,8474179
FLORIDA,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1754,8474179
FLORIDA,2012,"HOEFLING, THOMAS CONRAD """"TOM""""",OTHER,AMERICAN INDEPENDENT,946,8474179
FLORIDA,2012,"BARNETT, ANDRE",OTHER,REFORM PARTY,820,8474179
FLORIDA,2012,"ALEXANDER, STEWART",OTHER,SOCIALIST,799,8474179
FLORIDA,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,322,8474179
GEORGIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2078688,3897839
GEORGIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1773827,3897839
GEORGIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,45324,3897839
HAWAII,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,306658,437159
HAWAII,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,121015,437159
HAWAII,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,3840,437159
HAWAII,2012,"STEIN, JILL",OTHER,GREEN,3184,437159
IDAHO,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,420911,652274
IDAHO,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,212787,652274
IDAHO,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,9453,652274
IDAHO,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2222,652274
ILLINOIS,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,3019512,5242014
ILLINOIS,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2135216,5242014
ILLINOIS,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,56229,5242014
ILLINOIS,2012,"STEIN, JILL",OTHER,GREEN,30222,5242014
INDIANA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1420543,2624534
INDIANA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1152887,2624534
INDIANA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,50111,2624534
IOWA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,822544,1582180
IOWA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,730617,1582180
IOWA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,12926,1582180
IOWA,2012,"STEIN, JILL",OTHER,GREEN,3769,1582180
IOWA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,3038,1582180
IOWA,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,445,1582180
IOWA,2012,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,372,1582180
KANSAS,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,692634,1159971
KANSAS,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,440726,1159971
KANSAS,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,20456,1159971
KANSAS,2012,"BALDWIN, CHARLES """"CHUCK""""",OTHER,REFORM PARTY,5017,1159971
KENTUCKY,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1087190,1797212
KENTUCKY,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,679370,1797212
KENTUCKY,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,17063,1797212
KENTUCKY,2012,"TERRY, RANDALL",OTHER,INDEPENDENT,6872,1797212
KENTUCKY,2012,"STEIN, JILL",OTHER,GREEN,6337,1797212
LOUISIANA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1152262,1994065
LOUISIANA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,809141,1994065
LOUISIANA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,18157,1994065
LOUISIANA,2012,"STEIN, JILL",OTHER,GREEN,6978,1994065
LOUISIANA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2508,1994065
LOUISIANA,2012,"TITTLE, SHEILA """"SAMM""""",OTHER,WE THE PEOPLE,1767,1994065
LOUISIANA,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1368,1994065
LOUISIANA,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,622,1994065
LOUISIANA,2012,"FELLURE, LOWELL JACKSON """"JACK""""",OTHER,PROHIBITION,518,1994065
LOUISIANA,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,389,1994065
LOUISIANA,2012,"WHITE, JEROME """"JERRY""""",OTHER,SOCIALIST EQUALITY PARTY,355,1994065
MAINE,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,401306,724758
MAINE,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,292276,724758
MAINE,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,9352,724758
MAINE,2012,"STEIN, JILL",OTHER,GREEN,8119,724758
MARYLAND,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1677844,2707327
MARYLAND,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,971869,2707327
MARYLAND,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,30195,2707327
MARYLAND,2012,"STEIN, JILL",OTHER,GREEN,17110,2707327
MASSACHUSETTS,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1921290,3184196
MASSACHUSETTS,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1188314,3184196
MASSACHUSETTS,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,30920,3184196
MASSACHUSETTS,2012,"STEIN, JILL",OTHER,GREEN-RAINBOW,20691,3184196
MICHIGAN,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2564569,4730961
MICHIGAN,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2115256,4730961
MICHIGAN,2012,"STEIN, JILL",OTHER,GREEN,21897,4730961
MICHIGAN,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,U.S. TAXPAYERS PARTY,16119,4730961
MICHIGAN,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,NATURAL LAW,5147,4730961
MINNESOTA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRATIC-FARMER-LABOR,1546167,2936561
MINNESOTA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1320225,2936561
MINNESOTA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,35098,2936561
MINNESOTA,2012,"STEIN, JILL",OTHER,GREEN,13023,2936561
MINNESOTA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,3722,2936561
MINNESOTA,2012,"CARLSON, JIM",OTHER,GRASSROOTS,3149,2936561
MINNESOTA,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1996,2936561
MINNESOTA,2012,"MORSTAD, DEAN",OTHER,CONSTITUTIONAL GOVERNMENT,1092,2936561
MINNESOTA,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,1051,2936561
MINNESOTA,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,397,2936561
MISSISSIPPI,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,710746,1285584
MISSISSIPPI,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,562949,1285584
MISSISSIPPI,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,6676,1285584
MISSISSIPPI,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2609,1285584
MISSISSIPPI,2012,"STEIN, JILL",OTHER,GREEN,1588,1285584
MISSISSIPPI,2012,"WASHER, BARBARA DALE",OTHER,REFORM PARTY,1016,1285584
MISSOURI,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1482440,2757323
MISSOURI,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1223796,2757323
MISSOURI,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,43151,2757323
MISSOURI,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,7936,2757323
MONTANA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,267928,484048
MONTANA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,201839,484048
MONTANA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,14165,484048
NEBRASKA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,475064,794379
NEBRASKA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,302081,794379
NEBRASKA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,11109,794379
NEVADA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,531373,1014918
NEVADA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,463567,1014918
NEVADA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,10968,1014918
NEVADA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,INDEPENDENT AMERICAN,3240,1014918
NEW HAMPSHIRE,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,369561,710972
NEW HAMPSHIRE,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,329918,710972
NEW HAMPSHIRE,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,8212,710972
NEW HAMPSHIRE,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,708,710972
NEW JERSEY,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2122786,3638499
NEW JERSEY,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1478088,3638499
NEW JERSEY,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,21035,3638499
NEW JERSEY,2012,"STEIN, JILL",OTHER,GREEN,9886,3638499
NEW JERSEY,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2063,3638499
NEW JERSEY,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1723,3638499
NEW JERSEY,2012,"BOSS, JEFFERY",OTHER,NSA DID 911,1024,3638499
NEW JERSEY,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,709,3638499
NEW JERSEY,2012,"MILLER, MERLIN",OTHER,AMERICAN THIRD POSITION,664,3638499
NEW JERSEY,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,521,3638499
NEW MEXICO,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,415335,783758
NEW MEXICO,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,335788,783758
NEW MEXICO,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,27788,783758
NEW MEXICO,2012,"STEIN, JILL",OTHER,GREEN,2691,783758
NEW MEXICO,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,982,783758
NEW YORK,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,4324228,7116784
NEW YORK,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2223397,7116784
NEW YORK,2012,"ROMNEY, MITT",OTHER,CONSERVATIVE,262035,7116784
NEW YORK,2012,"OBAMA, BARACK H.",OTHER,WORKING FAMILIES,147643,7116784
NEW YORK,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,47092,7116784
NEW YORK,2012,"STEIN, JILL",OTHER,GREEN,39856,7116784
NEW YORK,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,6270,7116784
NEW YORK,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,2039,7116784
NORTH CAROLINA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2270395,4505372
NORTH CAROLINA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2178391,4505372
NORTH CAROLINA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,44515,4505372
NORTH DAKOTA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,188320,322932
NORTH DAKOTA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,124966,322932
NORTH DAKOTA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,5238,322932
NORTH DAKOTA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,1186,322932
NORTH DAKOTA,2012,"STEIN, JILL",OTHER,GREEN,1362,322932
OHIO,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2827621,5580822
OHIO,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2661407,5580822
OHIO,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,49493,5580822
OHIO,2012,"STEIN, JILL",OTHER,GREEN,18574,5580822
OHIO,2012,"DUNCAN, RICHARD",OTHER,INDEPENDENT,12502,5580822
OHIO,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,8151,5580822
OHIO,2012,"ALEXANDER, STEWART",OTHER,SOCIALIST,2967,5580822
OKLAHOMA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,891325,1334872
OKLAHOMA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,443547,1334872
OREGON,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,970488,1789270
OREGON,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,754175,1789270
OREGON,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,24089,1789270
OREGON,2012,"STEIN, JILL",OTHER,PACIFIC GREEN,19427,1789270
OREGON,2012,"CHRISTENSEN, WILL",OTHER,CONSTITUTION PARTY,4432,1789270
OREGON,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,PROGRESSIVE,3384,1789270
PENNSYLVANIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2990274,5742040
PENNSYLVANIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,2680434,5742040
PENNSYLVANIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,49991,5742040
PENNSYLVANIA,2012,"STEIN, JILL",OTHER,GREEN,21341,5742040
RHODE ISLAND,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,279677,446049
RHODE ISLAND,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,157204,446049
RHODE ISLAND,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,4388,446049
RHODE ISLAND,2012,"STEIN, JILL",OTHER,GREEN,2421,446049
RHODE ISLAND,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,430,446049
RHODE ISLAND,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,416,446049
RHODE ISLAND,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,132,446049
SOUTH CAROLINA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1071645,1964118
SOUTH CAROLINA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,865941,1964118
SOUTH CAROLINA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,16321,1964118
SOUTH CAROLINA,2012,"STEIN, JILL",OTHER,GREEN,5446,1964118
SOUTH CAROLINA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,4765,1964118
SOUTH DAKOTA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,210610,363815
SOUTH DAKOTA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,145039,363815
SOUTH DAKOTA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,5795,363815
SOUTH DAKOTA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2371,363815
TENNESSEE,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1462330,2458577
TENNESSEE,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,960709,2458577
TENNESSEE,2012,"STEIN, JILL",OTHER,GREEN,6515,2458577
TENNESSEE,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,6022,2458577
TEXAS,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,4569843,7993851
TEXAS,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,3308124,7993851
TEXAS,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,88580,7993851
TEXAS,2012,"STEIN, JILL",OTHER,GREEN,24657,7993851
UTAH,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,740600,1017440
UTAH,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,251813,1017440
UTAH,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,12572,1017440
UTAH,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,5335,1017440
UTAH,2012,"STEIN, JILL",OTHER,GREEN,3817,1017440
UTAH,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,2871,1017440
VERMONT,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,199239,299290
VERMONT,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,92698,299290
VERMONT,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,3487,299290
VERMONT,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,1128,299290
VERMONT,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,695,299290
VIRGINIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1971820,3854489
VIRGINIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1822522,3854489
VIRGINIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,31216,3854489
VIRGINIA,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,13058,3854489
VIRGINIA,2012,"STEIN, JILL",OTHER,GREEN,8627,3854489
WASHINGTON,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1755396,3125516
WASHINGTON,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,1290670,3125516
WASHINGTON,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,42202,3125516
WASHINGTON,2012,"STEIN, JILL",OTHER,GREEN,20928,3125516
WASHINGTON,2012,"GOODE, VIRGIL HAMLIN, JR.",OTHER,CONSTITUTION PARTY,8851,3125516
WASHINGTON,2012,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,JUSTICE,4946,3125516
WASHINGTON,2012,"LINDSAY, PETA",OTHER,SOCIALISM AND LIBERATION PARTY,1318,3125516
WASHINGTON,2012,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,1205,3125516
WEST VIRGINIA,2012,"ROMNEY, MITT",REPUBLICAN,REPUBLICAN,417655,670438
WEST VIRGINIA,2012,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,238269,670438
WEST VIRGINIA,2012,"JOHNSON, GARY",LIBERTARIAN,LIBERTARIAN,6302,670438
