State,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
New Hampshire,Real GDP,Bush 2,George W. Bush,2005-2009,1.36,0.35
New Hampshire,GDP,Bush 2,George W. Bush,2005-2009,10.78,2.61
New Hampshire,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,11.67,2.83
New Hampshire,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,13.87,3.31
New Hampshire,Total Employment,Bush 2,George W. Bush,2005-2009,-0.58,-0.13
New Jersey,Real GDP,Bush 2,George W. Bush,2005-2009,0.0,0.04
New Jersey,GDP,Bush 2,George W. Bush,2005-2009,10.41,2.55
New Jersey,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,12.64,3.1
New Jersey,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,15.29,3.65
New Jersey,Total Employment,Bush 2,George W. Bush,2005-2009,0.02,0.02
New Mexico,Real GDP,Bush 2,George W. Bush,2005-2009,5.25,1.29
New Mexico,GDP,Bush 2,George W. Bush,2005-2009,11.48,2.79
New Mexico,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,14.46,3.48
New Mexico,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,16.0,3.81
New Mexico,Total Employment,Bush 2,George W. Bush,2005-2009,2.07,0.54
New York,Real GDP,Bush 2,George W. Bush,2005-2009,6.0,1.49
New York,GDP,Bush 2,George W. Bush,2005-2009,14.42,3.46
New York,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,15.48,3.74
New York,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,17.95,4.23
New York,Total Employment,Bush 2,George W. Bush,2005-2009,3.1,0.78
North Carolina,Real GDP,Bush 2,George W. Bush,2005-2009,7.08,1.79
North Carolina,GDP,Bush 2,George W. Bush,2005-2009,16.43,3.95
North Carolina,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,11.52,2.87
North Carolina,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,14.15,3.43
North Carolina,Total Employment,Bush 2,George W. Bush,2005-2009,2.41,0.64
North Dakota,Real GDP,Bush 2,George W. Bush,2005-2009,21.41,4.98
North Dakota,GDP,Bush 2,George W. Bush,2005-2009,31.49,7.15
North Dakota,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,26.65,6.23
North Dakota,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,26.72,6.2
North Dakota,Total Employment,Bush 2,George W. Bush,2005-2009,6.67,1.63
Ohio,Real GDP,Bush 2,George W. Bush,2005-2009,-5.79,-1.46
Ohio,GDP,Bush 2,George W. Bush,2005-2009,3.03,0.78
Ohio,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,9.79,2.41
Ohio,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,12.43,2.99
Ohio,Total Employment,Bush 2,George W. Bush,2005-2009,-3.79,-0.94
Oklahoma,Real GDP,Bush 2,George W. Bush,2005-2009,11.75,2.86
Oklahoma,GDP,Bush 2,George W. Bush,2005-2009,16.97,4.3
Oklahoma,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,13.05,3.4
Oklahoma,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,15.06,3.79
Oklahoma,Total Employment,Bush 2,George W. Bush,2005-2009,4.58,1.15
Oregon,Real GDP,Bush 2,George W. Bush,2005-2009,4.87,1.25
Oregon,GDP,Bush 2,George W. Bush,2005-2009,10.99,2.71
Oregon,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,9.84,2.46
Oregon,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,13.15,3.18
Oregon,Total Employment,Bush 2,George W. Bush,2005-2009,-0.35,-0.05
Pennsylvania,Real GDP,Bush 2,George W. Bush,2005-2009,3.02,0.78
Pennsylvania,GDP,Bush 2,George W. Bush,2005-2009,13.79,3.32
Pennsylvania,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,11.81,2.88
Pennsylvania,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,13.51,3.24
Pennsylvania,Total Employment,Bush 2,George W. Bush,2005-2009,0.68,0.18
Rhode Island,Real GDP,Bush 2,George W. Bush,2005-2009,-2.51,-0.61
Rhode Island,GDP,Bush 2,George W. Bush,2005-2009,7.28,1.81
Rhode Island,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,10.46,2.56
Rhode Island,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,12.8,3.07
Rhode Island,Total Employment,Bush 2,George W. Bush,2005-2009,-2.88,-0.71
South Carolina,Real GDP,Bush 2,George W. Bush,2005-2009,0.44,0.15
South Carolina,GDP,Bush 2,George W. Bush,2005-2009,11.84,2.88
South Carolina,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,9.74,2.41
South Carolina,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,12.14,2.94
South Carolina,Total Employment,Bush 2,George W. Bush,2005-2009,0.49,0.16
South Dakota,Real GDP,Bush 2,George W. Bush,2005-2009,12.52,3.0
South Dakota,GDP,Bush 2,George W. Bush,2005-2009,18.09,4.29
South Dakota,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,17.6,4.25
South Dakota,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,18.98,4.52
South Dakota,Total Employment,Bush 2,George W. Bush,2005-2009,5.45,1.34
Tennessee,Real GDP,Bush 2,George W. Bush,2005-2009,-0.61,-0.13
Tennessee,GDP,Bush 2,George W. Bush,2005-2009,9.34,2.28
Tennessee,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,9.61,2.35
Tennessee,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,11.6,2.79
Tennessee,Total Employment,Bush 2,George W. Bush,2005-2009,-1.35,-0.31
Texas,Real GDP,Bush 2,George W. Bush,2005-2009,12.43,3.02
Texas,GDP,Bush 2,George W. Bush,2005-2009,17.48,4.3
Texas,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,12.37,3.13
Texas,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,14.35,3.49
Texas,Total Employment,Bush 2,George W. Bush,2005-2009,9.22,2.25
Utah,Real GDP,Bush 2,George W. Bush,2005-2009,10.58,2.62
Utah,GDP,Bush 2,George W. Bush,2005-2009,19.18,4.63
Utah,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,10.59,2.69
Utah,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,12.97,3.19
Utah,Total Employment,Bush 2,George W. Bush,2005-2009,7.67,1.92
Vermont,Real GDP,Bush 2,George W. Bush,2005-2009,0.96,0.26
Vermont,GDP,Bush 2,George W. Bush,2005-2009,10.34,2.5
Vermont,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,16.73,3.98
Vermont,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,19.31,4.53
Vermont,Total Employment,Bush 2,George W. Bush,2005-2009,-0.69,-0.16
Virginia,Real GDP,Bush 2,George W. Bush,2005-2009,4.07,1.01
Virginia,GDP,Bush 2,George W. Bush,2005-2009,14.69,3.49
Virginia,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,10.15,2.5
Virginia,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,12.44,2.99
Virginia,Total Employment,Bush 2,George W. Bush,2005-2009,1.21,0.32
Washington,Real GDP,Bush 2,George W. Bush,2005-2009,9.05,2.24
Washington,GDP,Bush 2,George W. Bush,2005-2009,19.27,4.57
Washington,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,12.03,3.01
Washington,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,14.28,3.47
Washington,Total Employment,Bush 2,George W. Bush,2005-2009,3.47,0.89
West Virginia,Real GDP,Bush 2,George W. Bush,2005-2009,4.42,1.09
West Virginia,GDP,Bush 2,George W. Bush,2005-2009,19.0,4.46
West Virginia,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,17.95,4.24
West Virginia,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,18.79,4.41
West Virginia,Total Employment,Bush 2,George W. Bush,2005-2009,0.93,0.24
Wisconsin,Real GDP,Bush 2,George W. Bush,2005-2009,-1.7,-0.41
Wisconsin,GDP,Bush 2,George W. Bush,2005-2009,8.54,2.09
Wisconsin,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,11.46,2.79
Wisconsin,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,13.36,3.2
Wisconsin,Total Employment,Bush 2,George W. Bush,2005-2009,-1.91,-0.46
Wyoming,Real GDP,Bush 2,George W. Bush,2005-2009,25.06,5.9
Wyoming,GDP,Bush 2,George W. Bush,2005-2009,31.79,8.08
Wyoming,Per Capita Personal Income,Bush 2,George W. Bush,2005-2009,14.37,3.78
Wyoming,Per Capita Disposable Personal Income,Bush 2,George W. Bush,2005-2009,17.37,4.3
Wyoming,Total Employment,Bush 2,George W. Bush,2005-2009,9.34,2.31
United States,Real GDP,Obama 1,Barack Obama,2009-2013,8.95,2.17
United States,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.28,2.02
United States,Real PCE,Obama 1,Barack Obama,2009-2013,6.89,1.68
United States,GDP,Obama 1,Barack Obama,2009-2013,16.59,3.91
United States,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,12.96,3.11
United States,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,10.0,2.43
United States,Total Employment,Obama 1,Barack Obama,2009-2013,5.01,1.23
Alabama,Real GDP,Obama 1,Barack Obama,2009-2013,6.58,1.61
Alabama,Real Personal Income,Obama 1,Barack Obama,2009-2013,0.68,0.17
Alabama,Real PCE,Obama 1,Barack Obama,2009-2013,1.25,0.32
Alabama,GDP,Obama 1,Barack Obama,2009-2013,13.52,3.22
Alabama,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.16,2.22
Alabama,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,7.62,1.86
Alabama,Total Employment,Obama 1,Barack Obama,2009-2013,1.75,0.44
Alaska,Real GDP,Obama 1,Barack Obama,2009-2013,-0.59,-0.08
Alaska,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.92,3.15
Alaska,Real PCE,Obama 1,Barack Obama,2009-2013,12.63,3.04
Alaska,GDP,Obama 1,Barack Obama,2009-2013,14.69,3.54
Alaska,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.68,2.62
Alaska,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.13,2.26
Alaska,Total Employment,Obama 1,Barack Obama,2009-2013,4.23,1.04
Arizona,Real GDP,Obama 1,Barack Obama,2009-2013,7.73,1.88
Arizona,Real Personal Income,Obama 1,Barack Obama,2009-2013,10.61,2.56
Arizona,Real PCE,Obama 1,Barack Obama,2009-2013,10.21,2.46
Arizona,GDP,Obama 1,Barack Obama,2009-2013,13.81,3.29
Arizona,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.19,2.46
Arizona,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,7.6,1.86
Arizona,Total Employment,Obama 1,Barack Obama,2009-2013,4.42,1.1
Arkansas,Real GDP,Obama 1,Barack Obama,2009-2013,9.11,2.21
Arkansas,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.57,1.4
Arkansas,Real PCE,Obama 1,Barack Obama,2009-2013,2.44,0.61
Arkansas,GDP,Obama 1,Barack Obama,2009-2013,16.61,3.92
Arkansas,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.52,3.7
Arkansas,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,13.85,3.33
Arkansas,Total Employment,Obama 1,Barack Obama,2009-2013,1.71,0.43
California,Real GDP,Obama 1,Barack Obama,2009-2013,10.88,2.62
California,Real Personal Income,Obama 1,Barack Obama,2009-2013,11.99,2.88
California,Real PCE,Obama 1,Barack Obama,2009-2013,8.64,2.09
California,GDP,Obama 1,Barack Obama,2009-2013,18.27,4.29
California,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.4,3.66
California,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.15,2.7
California,Total Employment,Obama 1,Barack Obama,2009-2013,7.47,1.83
Colorado,Real GDP,Obama 1,Barack Obama,2009-2013,9.37,2.27
Colorado,Real Personal Income,Obama 1,Barack Obama,2009-2013,14.08,3.35
Colorado,Real PCE,Obama 1,Barack Obama,2009-2013,7.39,1.81
Colorado,GDP,Obama 1,Barack Obama,2009-2013,16.59,3.92
Colorado,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,16.95,4.01
Colorado,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,14.12,3.37
Colorado,Total Employment,Obama 1,Barack Obama,2009-2013,6.09,1.5
Connecticut,Real GDP,Obama 1,Barack Obama,2009-2013,-2.49,-0.62
Connecticut,Real Personal Income,Obama 1,Barack Obama,2009-2013,0.75,0.24
Connecticut,Real PCE,Obama 1,Barack Obama,2009-2013,5.92,1.46
Connecticut,GDP,Obama 1,Barack Obama,2009-2013,3.85,0.96
Connecticut,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,4.05,1.02
Connecticut,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,-0.94,-0.2
Connecticut,Total Employment,Obama 1,Barack Obama,2009-2013,2.29,0.57
Delaware,Real GDP,Obama 1,Barack Obama,2009-2013,-0.77,-0.16
Delaware,Real Personal Income,Obama 1,Barack Obama,2009-2013,6.85,1.7
Delaware,Real PCE,Obama 1,Barack Obama,2009-2013,9.05,2.19
Delaware,GDP,Obama 1,Barack Obama,2009-2013,7.5,1.85
Delaware,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,7.04,1.75
Delaware,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,4.85,1.22
Delaware,Total Employment,Obama 1,Barack Obama,2009-2013,3.63,0.9
District of Columbia,Real GDP,Obama 1,Barack Obama,2009-2013,7.31,1.79
District of Columbia,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.34,2.99
District of Columbia,Real PCE,Obama 1,Barack Obama,2009-2013,9.79,2.37
District of Columbia,GDP,Obama 1,Barack Obama,2009-2013,14.34,3.42
District of Columbia,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.69,2.84
District of Columbia,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,8.63,2.14
District of Columbia,Total Employment,Obama 1,Barack Obama,2009-2013,6.57,1.6
Florida,Real GDP,Obama 1,Barack Obama,2009-2013,4.72,1.17
Florida,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.26,1.79
Florida,Real PCE,Obama 1,Barack Obama,2009-2013,7.91,1.92
Florida,GDP,Obama 1,Barack Obama,2009-2013,10.87,2.62
Florida,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.76,2.62
Florida,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,7.81,1.94
Florida,Total Employment,Obama 1,Barack Obama,2009-2013,7.09,1.73
Georgia,Real GDP,Obama 1,Barack Obama,2009-2013,7.73,1.88
Georgia,Real Personal Income,Obama 1,Barack Obama,2009-2013,2.19,0.58
Georgia,Real PCE,Obama 1,Barack Obama,2009-2013,3.64,0.92
Georgia,GDP,Obama 1,Barack Obama,2009-2013,14.07,3.35
Georgia,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.57,2.33
Georgia,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,7.23,1.78
Georgia,Total Employment,Obama 1,Barack Obama,2009-2013,4.77,1.18
Hawaii,Real GDP,Obama 1,Barack Obama,2009-2013,8.66,2.1
Hawaii,Real Personal Income,Obama 1,Barack Obama,2009-2013,4.11,1.05
Hawaii,Real PCE,Obama 1,Barack Obama,2009-2013,6.51,1.6
Hawaii,GDP,Obama 1,Barack Obama,2009-2013,15.72,3.72
Hawaii,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.86,1.44
Hawaii,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,3.92,0.97
Hawaii,Total Employment,Obama 1,Barack Obama,2009-2013,4.62,1.14
Idaho,Real GDP,Obama 1,Barack Obama,2009-2013,5.7,1.42
Idaho,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.02,2.88
Idaho,Real PCE,Obama 1,Barack Obama,2009-2013,9.31,2.26
Idaho,GDP,Obama 1,Barack Obama,2009-2013,13.22,3.17
Idaho,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,14.47,3.44
Idaho,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,12.58,3.01
Idaho,Total Employment,Obama 1,Barack Obama,2009-2013,2.56,0.64
Illinois,Real GDP,Obama 1,Barack Obama,2009-2013,7.38,1.8
Illinois,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.31,2.02
Illinois,Real PCE,Obama 1,Barack Obama,2009-2013,5.55,1.36
Illinois,GDP,Obama 1,Barack Obama,2009-2013,15.03,3.57
Illinois,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,13.73,3.28
Illinois,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.98,2.41
Illinois,Total Employment,Obama 1,Barack Obama,2009-2013,2.73,0.68
Indiana,Real GDP,Obama 1,Barack Obama,2009-2013,11.15,2.71
Indiana,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.66,2.11
Indiana,Real PCE,Obama 1,Barack Obama,2009-2013,5.31,1.3
Indiana,GDP,Obama 1,Barack Obama,2009-2013,18.32,4.31
Indiana,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.31,3.64
Indiana,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,13.48,3.23
Indiana,Total Employment,Obama 1,Barack Obama,2009-2013,4.57,1.13
Iowa,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.22
Iowa,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.26,2.04
Iowa,Real PCE,Obama 1,Barack Obama,2009-2013,4.8,1.19
Iowa,GDP,Obama 1,Barack Obama,2009-2013,18.47,4.34
Iowa,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.48,3.69
Iowa,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,13.15,3.16
Iowa,Total Employment,Obama 1,Barack Obama,2009-2013,3.08,0.76
Kansas,Real GDP,Obama 1,Barack Obama,2009-2013,6.2,1.52
Kansas,Real Personal Income,Obama 1,Barack Obama,2009-2013,9.31,2.28
Kansas,Real PCE,Obama 1,Barack Obama,2009-2013,2.18,0.55
Kansas,GDP,Obama 1,Barack Obama,2009-2013,15.03,3.57
Kansas,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.97,3.81
Kansas,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,14.13,3.39
Kansas,Total Employment,Obama 1,Barack Obama,2009-2013,3.08,0.76
Kentucky,Real GDP,Obama 1,Barack Obama,2009-2013,10.43,2.52
Kentucky,Real Personal Income,Obama 1,Barack Obama,2009-2013,2.73,0.68
Kentucky,Real PCE,Obama 1,Barack Obama,2009-2013,2.16,0.54
Kentucky,GDP,Obama 1,Barack Obama,2009-2013,17.45,4.11
Kentucky,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.06,2.67
Kentucky,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.4,2.28
Kentucky,Total Employment,Obama 1,Barack Obama,2009-2013,3.56,0.88
Louisiana,Real GDP,Obama 1,Barack Obama,2009-2013,-2.23,-0.5
Louisiana,Real Personal Income,Obama 1,Barack Obama,2009-2013,3.41,0.85
Louisiana,Real PCE,Obama 1,Barack Obama,2009-2013,3.53,0.87
Louisiana,GDP,Obama 1,Barack Obama,2009-2013,12.39,3.05
Louisiana,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.4,2.74
Louisiana,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.66,2.34
Louisiana,Total Employment,Obama 1,Barack Obama,2009-2013,4.43,1.09
Maine,Real GDP,Obama 1,Barack Obama,2009-2013,0.41,0.11
Maine,Real Personal Income,Obama 1,Barack Obama,2009-2013,0.68,0.2
Maine,Real PCE,Obama 1,Barack Obama,2009-2013,3.24,0.82
Maine,GDP,Obama 1,Barack Obama,2009-2013,6.75,1.65
Maine,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,7.67,1.87
Maine,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,5.81,1.43
Maine,Total Employment,Obama 1,Barack Obama,2009-2013,0.38,0.1
Maryland,Real GDP,Obama 1,Barack Obama,2009-2013,8.43,2.06
Maryland,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.29,1.33
Maryland,Real PCE,Obama 1,Barack Obama,2009-2013,6.58,1.62
Maryland,GDP,Obama 1,Barack Obama,2009-2013,13.95,3.33
Maryland,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,7.08,1.75
Maryland,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,4.66,1.17
Maryland,Total Employment,Obama 1,Barack Obama,2009-2013,4.0,0.99
Massachusetts,Real GDP,Obama 1,Barack Obama,2009-2013,10.35,2.5
Massachusetts,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.68,2.11
Massachusetts,Real PCE,Obama 1,Barack Obama,2009-2013,7.6,1.85
Massachusetts,GDP,Obama 1,Barack Obama,2009-2013,16.36,3.86
Massachusetts,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.6,2.56
Massachusetts,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,6.15,1.53
Massachusetts,Total Employment,Obama 1,Barack Obama,2009-2013,5.77,1.42
Michigan,Real GDP,Obama 1,Barack Obama,2009-2013,13.57,3.24
Michigan,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.92,1.94
Michigan,Real PCE,Obama 1,Barack Obama,2009-2013,7.98,1.94
Michigan,GDP,Obama 1,Barack Obama,2009-2013,18.77,4.4
Michigan,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,14.73,3.51
Michigan,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,11.37,2.75
Michigan,Total Employment,Obama 1,Barack Obama,2009-2013,5.48,1.35
Minnesota,Real GDP,Obama 1,Barack Obama,2009-2013,11.08,2.66
Minnesota,Real Personal Income,Obama 1,Barack Obama,2009-2013,11.82,2.85
Minnesota,Real PCE,Obama 1,Barack Obama,2009-2013,7.69,1.87
Minnesota,GDP,Obama 1,Barack Obama,2009-2013,18.7,4.38
Minnesota,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,15.76,3.75
Minnesota,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,12.27,2.97
Minnesota,Total Employment,Obama 1,Barack Obama,2009-2013,3.84,0.95
Mississippi,Real GDP,Obama 1,Barack Obama,2009-2013,3.49,0.86
Mississippi,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.5,0.38
Mississippi,Real PCE,Obama 1,Barack Obama,2009-2013,0.81,0.2
Mississippi,GDP,Obama 1,Barack Obama,2009-2013,11.54,2.77
Mississippi,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,12.43,2.98
Mississippi,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,10.95,2.64
Mississippi,Total Employment,Obama 1,Barack Obama,2009-2013,2.69,0.67
Missouri,Real GDP,Obama 1,Barack Obama,2009-2013,4.3,1.07
Missouri,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.37,0.36
Missouri,Real PCE,Obama 1,Barack Obama,2009-2013,2.62,0.66
Missouri,GDP,Obama 1,Barack Obama,2009-2013,11.15,2.69
Missouri,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,10.51,2.54
Missouri,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,8.33,2.04
Missouri,Total Employment,Obama 1,Barack Obama,2009-2013,1.23,0.31
Montana,Real GDP,Obama 1,Barack Obama,2009-2013,10.2,2.46
Montana,Real Personal Income,Obama 1,Barack Obama,2009-2013,12.01,2.9
Montana,Real PCE,Obama 1,Barack Obama,2009-2013,10.32,2.5
Montana,GDP,Obama 1,Barack Obama,2009-2013,21.47,4.99
Montana,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,16.44,3.91
Montana,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,14.22,3.41
Montana,Total Employment,Obama 1,Barack Obama,2009-2013,3.65,0.9
Nebraska,Real GDP,Obama 1,Barack Obama,2009-2013,11.4,2.76
Nebraska,Real Personal Income,Obama 1,Barack Obama,2009-2013,10.29,2.57
Nebraska,Real PCE,Obama 1,Barack Obama,2009-2013,7.24,1.77
Nebraska,GDP,Obama 1,Barack Obama,2009-2013,22.81,5.3
Nebraska,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,16.48,3.98
Nebraska,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,14.01,3.43
Nebraska,Total Employment,Obama 1,Barack Obama,2009-2013,3.52,0.87
Nevada,Real GDP,Obama 1,Barack Obama,2009-2013,3.03,0.75
Nevada,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.63,1.87
Nevada,Real PCE,Obama 1,Barack Obama,2009-2013,8.84,2.15
Nevada,GDP,Obama 1,Barack Obama,2009-2013,9.08,2.2
Nevada,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,8.84,2.16
Nevada,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,6.41,1.59
Nevada,Total Employment,Obama 1,Barack Obama,2009-2013,3.2,0.81
New Hampshire,Real GDP,Obama 1,Barack Obama,2009-2013,7.1,1.74
New Hampshire,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.38,1.82
New Hampshire,Real PCE,Obama 1,Barack Obama,2009-2013,6.67,1.63
New Hampshire,GDP,Obama 1,Barack Obama,2009-2013,12.44,2.98
New Hampshire,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,11.77,2.84
New Hampshire,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,9.4,2.3
New Hampshire,Total Employment,Obama 1,Barack Obama,2009-2013,1.73,0.43
New Jersey,Real GDP,Obama 1,Barack Obama,2009-2013,4.5,1.12
New Jersey,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.92,1.46
New Jersey,Real PCE,Obama 1,Barack Obama,2009-2013,5.34,1.32
New Jersey,GDP,Obama 1,Barack Obama,2009-2013,10.96,2.64
New Jersey,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.14,2.22
New Jersey,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,6.1,1.51
New Jersey,Total Employment,Obama 1,Barack Obama,2009-2013,2.82,0.7
New Mexico,Real GDP,Obama 1,Barack Obama,2009-2013,-0.8,-0.2
New Mexico,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.67,0.44
New Mexico,Real PCE,Obama 1,Barack Obama,2009-2013,4.88,1.21
New Mexico,GDP,Obama 1,Barack Obama,2009-2013,7.42,1.81
New Mexico,Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.95,1.48
New Mexico,Per Capita Disposable Personal Income,Obama 1,Barack Obama,2009-2013,4.61,1.17
New Mexico,Total Employment,Obama 1,Barack Obama,2009-2013,0.34,0.09
New York,Real GDP,Obama 1,Barack Obama,2009-2013,8.87,2.16
New York,Real Personal Income,Obama 1,Barack Obama,2009-2013,9.14,2.22
New York,Real PCE,Obama 1,Barack Obama,2009-2013,9.07,2.2
