Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Obama 1,Barack Obama,2009-2013,11.4,2.76
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Personal Income,Obama 1,Barack Obama,2009-2013,10.29,2.57
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real PCE,Obama 1,Barack Obama,2009-2013,7.24,1.77
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,6.72,1.73
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,3.77,0.94
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Total Employment,Obama 1,Barack Obama,2009-2013,3.52,0.87
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Obama 2,Barack Obama,2013-2017,10.63,2.56
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.24,2.27
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real PCE,Obama 2,Barack Obama,2013-2017,11.95,2.86
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,5.79,1.45
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,8.42,2.04
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Total Employment,Obama 2,Barack Obama,2013-2017,4.06,1.0
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Trump,Donald Trump,2017-2021,9.51,2.33
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Personal Income,Trump,Donald Trump,2017-2021,16.72,3.99
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real PCE,Trump,Donald Trump,2017-2021,7.09,1.83
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.94,3.6
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita PCE,Trump,Donald Trump,2017-2021,5.46,1.45
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Total Employment,Trump,Donald Trump,2017-2021,1.27,0.33
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real GDP,Biden,Joe Biden,2021-2023,7.47,3.67
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Personal Income,Biden,Joe Biden,2021-2023,3.94,1.95
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real PCE,Biden,Joe Biden,2021-2023,5.76,2.86
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,3.2,1.59
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Real Per Capita PCE,Biden,Joe Biden,2021-2023,5.0,2.49
2016,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.75,"CLINTON, HILLARY",DEMOCRAT,33.7,Total Employment,Biden,Joe Biden,2021-2023,4.78,2.36
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Obama 1,Barack Obama,2009-2013,3.03,0.75
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.63,1.87
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real PCE,Obama 1,Barack Obama,2009-2013,8.84,2.15
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,4.31,1.08
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,5.48,1.35
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Total Employment,Obama 1,Barack Obama,2009-2013,3.2,0.81
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Obama 2,Barack Obama,2013-2017,12.9,3.09
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Personal Income,Obama 2,Barack Obama,2013-2017,22.22,5.17
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real PCE,Obama 2,Barack Obama,2013-2017,16.34,3.86
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.55,3.48
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,9.03,2.19
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Total Employment,Obama 2,Barack Obama,2013-2017,14.05,3.34
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Trump,Donald Trump,2017-2021,11.81,2.98
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Personal Income,Trump,Donald Trump,2017-2021,32.26,7.27
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real PCE,Trump,Donald Trump,2017-2021,21.75,5.18
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,24.23,5.61
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita PCE,Trump,Donald Trump,2017-2021,14.36,3.56
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Total Employment,Trump,Donald Trump,2017-2021,7.42,1.93
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real GDP,Biden,Joe Biden,2021-2023,7.09,3.49
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Personal Income,Biden,Joe Biden,2021-2023,-1.74,-0.83
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real PCE,Biden,Joe Biden,2021-2023,5.08,2.51
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.2,-1.57
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.51,1.74
2016,NEVADA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,47.92,"TRUMP, DONALD J.",REPUBLICAN,45.5,Total Employment,Biden,Joe Biden,2021-2023,10.97,5.35
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Obama 1,Barack Obama,2009-2013,7.1,1.74
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.38,1.82
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real PCE,Obama 1,Barack Obama,2009-2013,6.67,1.63
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,6.17,1.53
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,5.47,1.34
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Total Employment,Obama 1,Barack Obama,2009-2013,1.73,0.43
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Obama 2,Barack Obama,2013-2017,7.52,1.83
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Personal Income,Obama 2,Barack Obama,2013-2017,9.26,2.24
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real PCE,Obama 2,Barack Obama,2013-2017,6.97,1.7
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.02,1.71
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,4.77,1.18
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Total Employment,Obama 2,Barack Obama,2013-2017,5.68,1.39
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Trump,Donald Trump,2017-2021,10.8,2.66
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Personal Income,Trump,Donald Trump,2017-2021,22.95,5.31
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real PCE,Trump,Donald Trump,2017-2021,11.64,2.89
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,20.42,4.77
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.35,2.35
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Total Employment,Trump,Donald Trump,2017-2021,1.38,0.38
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real GDP,Biden,Joe Biden,2021-2023,3.91,1.94
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Personal Income,Biden,Joe Biden,2021-2023,-4.8,-2.21
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real PCE,Biden,Joe Biden,2021-2023,3.39,1.72
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-5.78,-2.7
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Real Per Capita PCE,Biden,Joe Biden,2021-2023,2.32,1.2
2016,NEW HAMPSHIRE,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.83,"TRUMP, DONALD J.",REPUBLICAN,46.46,Total Employment,Biden,Joe Biden,2021-2023,5.66,2.79
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Obama 1,Barack Obama,2009-2013,4.5,1.12
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Personal Income,Obama 1,Barack Obama,2009-2013,5.92,1.46
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real PCE,Obama 1,Barack Obama,2009-2013,5.34,1.32
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,3.22,0.8
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,2.65,0.67
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Total Employment,Obama 1,Barack Obama,2009-2013,2.82,0.7
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Obama 2,Barack Obama,2013-2017,3.35,0.83
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Personal Income,Obama 2,Barack Obama,2013-2017,10.87,2.62
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real PCE,Obama 2,Barack Obama,2013-2017,7.41,1.8
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,8.57,2.08
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,5.18,1.27
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Total Employment,Obama 2,Barack Obama,2013-2017,6.15,1.5
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Trump,Donald Trump,2017-2021,7.18,1.81
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Personal Income,Trump,Donald Trump,2017-2021,14.35,3.42
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real PCE,Trump,Donald Trump,2017-2021,10.74,2.71
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.18,3.16
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.61,2.45
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Total Employment,Trump,Donald Trump,2017-2021,2.5,0.68
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real GDP,Biden,Joe Biden,2021-2023,4.97,2.45
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Personal Income,Biden,Joe Biden,2021-2023,-1.99,-0.96
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real PCE,Biden,Joe Biden,2021-2023,4.04,2.0
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.22,-1.08
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.8,1.88
2016,NEW JERSEY,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,55.45,"TRUMP, DONALD J.",REPUBLICAN,41.35,Total Employment,Biden,Joe Biden,2021-2023,8.08,3.97
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Obama 1,Barack Obama,2009-2013,-0.8,-0.2
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Personal Income,Obama 1,Barack Obama,2009-2013,1.67,0.44
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real PCE,Obama 1,Barack Obama,2009-2013,4.88,1.21
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,-1.22,-0.29
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,1.9,0.48
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Total Employment,Obama 1,Barack Obama,2009-2013,0.34,0.09
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Obama 2,Barack Obama,2013-2017,3.45,0.86
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.87,1.93
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real PCE,Obama 2,Barack Obama,2013-2017,6.51,1.6
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.64,1.88
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,6.28,1.54
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Total Employment,Obama 2,Barack Obama,2013-2017,1.85,0.46
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Trump,Donald Trump,2017-2021,8.27,2.05
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Personal Income,Trump,Donald Trump,2017-2021,27.37,6.25
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real PCE,Trump,Donald Trump,2017-2021,16.78,4.11
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,26.41,6.06
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita PCE,Trump,Donald Trump,2017-2021,15.91,3.93
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Total Employment,Trump,Donald Trump,2017-2021,-0.39,-0.07
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real GDP,Biden,Joe Biden,2021-2023,9.32,4.58
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Personal Income,Biden,Joe Biden,2021-2023,-2.11,-1.04
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real PCE,Biden,Joe Biden,2021-2023,3.09,1.53
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-1.99,-0.98
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.21,1.59
2016,NEW MEXICO,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,48.26,"TRUMP, DONALD J.",REPUBLICAN,40.04,Total Employment,Biden,Joe Biden,2021-2023,6.85,3.37
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Obama 1,Barack Obama,2009-2013,8.87,2.16
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real Personal Income,Obama 1,Barack Obama,2009-2013,9.14,2.22
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real PCE,Obama 1,Barack Obama,2009-2013,9.07,2.2
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.93,1.46
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,5.86,1.44
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Total Employment,Obama 1,Barack Obama,2009-2013,5.78,1.42
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real GDP,Obama 2,Barack Obama,2013-2017,8.19,1.99
2016,NEW YORK,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,56.14,"TRUMP, DONALD J.",REPUBLICAN,32.39,Real Personal Income,Obama 2,Barack Obama,2013-2017,14.32,3.41
